 mean_spb1 mean_nuc1 prob1 mean_spb2 mean_nuc2 prob2 mean_spb3 mean_nuc3 prob3 mean_spb4 mean_nuc4 prob4 mean_spb5 mean_nuc5 prob5 mean_spb6 mean_nuc6 prob6 mean_spb7 mean_nuc7 prob7 mean_spb8 mean_nuc8 prob8 mean_spb9 mean_nuc9 prob9 mean_spb10 mean_nuc10 prob10
1407 1.1730623399389222 0.6973541839398811 0.20268256333830104 1.3502141507748466 0.8667306221918589 0.40424739195230996 1.6496430756847984 0.8234650536017994 0.5890461997019374 1.0509195040822954 0.9655287535651508 0.732488822652757 1.4506268328368639 0.640870882573419 0.875558867362146 1.4457466369648293 1.0295686709453509 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1425 1.3622825321289025 1.058631682052581 0.17369242779078845 1.4204358448668928 1.3350061058171832 0.3165495706479313 1.6334813499886207 1.161887942445929 0.4508196721311476 1.7474198866145565 0.896379919746164 0.5765027322404372 1.04460343625519 1.314008591747929 0.6935987509758003 1.6683046355814546 1.4768658529177068 0.7849336455893834 1.3926534389445604 0.7413744502286086 0.8743169398907105 1.2246560516899794 1.671533875215101 0.9492583918813429 1.0162635922968546 0.9621368555821456 1.0000000000000002 0.0 0.0 0.0
1460 1.392891847889973 1.1910823234083403 0.2004230565838181 1.2088951775993688 0.914497518074976 0.37546271813855103 1.15255535424723 1.4974100680729667 0.5351665785298784 1.727878103484999 1.115326145448255 0.6869381279746166 1.528264556485479 0.8715676777342946 0.7990481226864093 1.545625582145 1.5160580755723936 0.9095716552088842 0.9293015472176844 1.1966070294136322 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1479 1.1588761039928803 0.8489411447872673 0.25806451612903225 1.4442959643802564 0.8182117170115484 0.5097831835007932 1.754736558003503 0.7904780166627007 0.7091485986250661 2.1866665548429105 0.9184345375031348 0.8202009518773136 1.6612754816263118 1.0660016662779637 0.9264939185616076 1.329391340468348 1.2361140607335896 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1498 1.6388772120898651 0.948355783585024 0.23699215965787598 1.3583621863762532 1.0159406088111067 0.41304347826086957 1.090197906657476 0.9412075978099756 0.5805416963649324 1.5487659098589557 1.24814774601832 0.7173913043478262 1.428600947308167 0.7292075603332332 0.8285816108339273 1.8983768715909133 1.0638078554663783 0.9166072701354241 1.1772922913317323 1.2707118762327865 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1507 1.3899952976973726 1.0479510489115735 0.20305514157973176 1.6116184010859391 1.225596857832441 0.37183308494783907 1.5150353374286132 0.8538592476133517 0.5216095380029806 1.3247591811205224 1.3629501373142634 0.6691505216095379 1.0752855526184408 1.0883192537477644 0.7980625931445603 1.8026569878894292 0.9900821870244734 0.9105812220566318 1.2199426720957611 0.8169338649808421 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1529 1.5005855905649128 1.175410377907913 0.2070750647109577 1.2717907534034736 1.4252052192516085 0.3813632441760138 1.1721858755014092 1.0258226721785122 0.5392579810181191 1.598968591732671 1.5174453635111158 0.6682484900776531 1.4525074302791774 0.778416503477323 0.7769628990509059 1.8025684267230089 1.111867242515834 0.8796376186367557 0.9479713550690398 1.313064809297266 0.9482312338222605 1.1273802172545386 1.7713469308255907 1.0 0.0 0.0 0.0 0.0 0.0 0.0
1565 1.3970983559122083 1.5521514550112088 0.1948150972169272 1.6737298047470222 1.2868120243800472 0.37171178040411745 1.3355409900605453 1.2372818009711233 0.5409836065573771 1.1506407870126536 1.8404354477953973 0.6538314906595502 1.574585464472278 1.8710809002648103 0.7617232176896683 1.5040459392302443 0.9171641277562192 0.8425467022493328 1.069296106173242 1.0051914691026445 0.9218452154022112 1.0445639318919595 1.4019400180154915 1.0 0.0 0.0 0.0 0.0 0.0 0.0
1588 1.143975201474828 1.889800891346496 0.15073970411835266 1.3195251863432973 1.5536946178970694 0.2862854858056777 1.4701973914769004 1.9539381316071032 0.4194322271091563 1.5744759867292646 1.3131167365986287 0.5449820071971211 1.5465556213272733 1.6378810931218677 0.6489404238304678 1.2623856713203516 1.2363096232613964 0.7512994802079168 0.9625302188311652 1.4702643221790817 0.8452618952419032 1.482531213140351 0.9385701662143708 0.932826869252299 1.0304040509858243 0.9817049098152296 0.9999999999999999 0.0 0.0 0.0
1609 1.5808042267792082 1.7242536243835669 0.15343237704918034 1.4001821940497423 1.2254004026720888 0.29047131147540983 1.4506749498636615 2.120674034140829 0.40445696721311475 1.3811473847892992 1.5282146157060248 0.5148565573770492 1.6583439552393096 1.3460086268862144 0.6185963114754098 1.0429928650260376 1.386742050686707 0.7195184426229508 1.5987687656700482 0.9644212858722384 0.8186475409836066 1.2129187312559808 1.8117541445763257 0.913422131147541 1.1462215776902964 0.965457970308598 1.0 0.0 0.0 0.0
