0 0 0 29.462 -48.152 43.062 0 0 0 75.00
1 0 0 29.022 -47.253 43.554 0 0 0 75.00
2 0 0 28.508 -46.047 44.240 0 0 0 75.00
3 0 0 27.917 -44.603 45.070 0 0 0 75.00
4 0 0 27.246 -42.992 45.993 0 0 0 75.00
5 0 0 26.492 -41.283 46.957 0 0 0 75.00
6 0 0 25.653 -39.545 47.912 0 0 0 75.00
7 0 0 24.725 -37.848 48.805 0 0 0 75.00
8 0 0 23.704 -36.262 49.587 0 0 0 75.00
9 0 0 22.590 -34.855 50.205 0 0 0 75.00
10 0 0 21.377 -33.699 50.609 0 0 0 75.00
11 0 0 19.922 -32.795 50.851 0 0 0 75.00
12 0 0 18.150 -32.073 51.013 0 0 0 75.00
13 0 0 16.157 -31.492 51.087 0 0 0 75.00
14 0 0 14.041 -31.013 51.069 0 0 0 75.00
15 0 0 11.899 -30.594 50.952 0 0 0 75.00
16 0 0 9.828 -30.194 50.730 0 0 0 75.00
17 0 0 7.926 -29.774 50.396 0 0 0 75.00
18 0 0 6.290 -29.292 49.945 0 0 0 75.00
19 0 0 5.019 -28.708 49.369 0 0 0 75.00
20 0 0 4.208 -27.981 48.664 0 0 0 75.00
21 0 0 3.897 -27.032 47.673 0 0 0 75.00
22 0 0 4.005 -25.858 46.313 0 0 0 75.00
23 0 0 4.454 -24.534 44.695 0 0 0 75.00
24 0 0 5.163 -23.137 42.925 0 0 0 75.00
25 0 0 6.053 -21.743 41.111 0 0 0 75.00
26 0 0 7.044 -20.428 39.362 0 0 0 75.00
27 0 0 8.056 -19.267 37.785 0 0 0 75.00
28 0 0 9.009 -18.337 36.488 0 0 0 75.00
29 0 0 9.825 -17.713 35.579 0 0 0 75.00
30 0 0 10.422 -17.472 35.167 0 0 0 75.00
31 0 0 10.853 -17.719 35.395 0 0 0 75.00
32 0 0 11.231 -18.434 36.229 0 0 0 75.00
33 0 0 11.564 -19.505 37.516 0 0 0 75.00
34 0 0 11.862 -20.819 39.099 0 0 0 75.00
35 0 0 12.134 -22.263 40.822 0 0 0 75.00
36 0 0 12.390 -23.724 42.530 0 0 0 75.00
37 0 0 12.639 -25.090 44.068 0 0 0 75.00
38 0 0 12.892 -26.247 45.279 0 0 0 75.00
39 0 0 13.156 -27.083 46.009 0 0 0 75.00
40 0 0 13.443 -27.484 46.101 0 0 0 75.00
41 0 0 13.779 -27.454 45.411 0 0 0 75.00
42 0 0 14.171 -27.112 44.020 0 0 0 75.00
43 0 0 14.594 -26.517 42.110 0 0 0 75.00
44 0 0 15.025 -25.732 39.865 0 0 0 75.00
45 0 0 15.440 -24.816 37.468 0 0 0 75.00
46 0 0 15.815 -23.830 35.102 0 0 0 75.00
47 0 0 16.126 -22.836 32.949 0 0 0 75.00
48 0 0 16.348 -21.894 31.192 0 0 0 75.00
49 0 0 16.459 -21.065 30.015 0 0 0 75.00
50 0 0 16.434 -20.410 29.601 0 0 0 75.00
51 0 0 16.290 -19.851 30.031 0 0 0 75.00
52 0 0 16.059 -19.282 31.161 0 0 0 75.00
53 0 0 15.744 -18.721 32.835 0 0 0 75.00
54 0 0 15.349 -18.186 34.896 0 0 0 75.00
55 0 0 14.876 -17.695 37.189 0 0 0 75.00
56 0 0 14.327 -17.266 39.557 0 0 0 75.00
57 0 0 13.705 -16.916 41.845 0 0 0 75.00
